noun,adjective,turker_judgment,wiki_similarity,ldp_similarity
bottle,baby,3.3333333333333335,0.5286601781845093,0.4926867187023163
bounce,baby,2.5,0.3219364285469055,0.09529156982898712
boy,baby,3.0,0.6401687860488892,0.45065879821777344
brother,baby,3.0,0.46948665380477905,0.5602142214775085
bubble,baby,2.3333333333333335,0.4167982339859009,0.36134687066078186
buggy,baby,5.5,0.44999629259109497,0.3374605178833008
bunny,baby,4.333333333333333,0.46801507472991943,0.54189532995224
carrot,baby,3.5,0.39323681592941284,0.3348429799079895
cat,baby,3.0,0.45815759897232056,0.44504815340042114
chair,baby,2.3333333333333335,0.40607714653015137,0.28289735317230225
chick,baby,6.5,0.5057956576347351,0.47791141271591187
chicken,baby,4.333333333333333,0.49605506658554077,0.3960552215576172
clothes,baby,3.0,0.47379276156425476,0.30825722217559814
cot,baby,3.0,0.5578604936599731,nan
crayon,baby,3.3333333333333335,0.3916723132133484,0.16108551621437073
cub,baby,5.666666666666667,0.5245838165283203,0.23217877745628357
cup,baby,2.75,0.3628484010696411,0.31686457991600037
deer,baby,3.25,0.4163375496864319,0.3907037079334259
dinosaur,baby,3.6666666666666665,0.45451682806015015,0.3291274905204773
dish,baby,2.3333333333333335,0.39040639996528625,0.33520668745040894
dog,baby,3.6666666666666665,0.4917554557323456,0.5623399019241333
doll,baby,4.0,0.5702533721923828,0.4913937747478485
duck,baby,3.0,0.37661343812942505,0.4816741943359375
eagle,baby,3.0,0.41030964255332947,0.11902537941932678
elephant,baby,2.6666666666666665,0.4943702220916748,0.33347445726394653
exercise,baby,2.0,0.269625186920166,0.2027745246887207
fish,baby,3.0,0.4823113977909088,0.338731974363327
food,baby,3.0,0.431598961353302,0.29755717515945435
game,baby,2.0,0.4187006950378418,0.07615161687135696
giraffe,baby,3.3333333333333335,0.46633273363113403,0.3940190076828003
girl,baby,3.25,0.6046544313430786,0.4767754375934601
goat,baby,3.0,0.4557298421859741,0.45168089866638184
gorilla,baby,3.0,0.5165410041809082,0.3677350580692291
hair,baby,3.0,0.49330607056617737,0.2854291796684265
heart,baby,3.0,0.4163978099822998,0.36523324251174927
hippo,baby,3.0,0.5161924362182617,0.3883415758609772
ice,baby,1.0,0.3891676962375641,0.13104993104934692
jaguar,baby,3.0,0.42622455954551697,0.23027467727661133
jogger,baby,1.3333333333333333,0.3657107651233673,nan
leaf,baby,2.25,0.37140536308288574,0.25377631187438965
lion,baby,3.3333333333333335,0.44148677587509155,0.3447670638561249
mama,baby,4.666666666666667,0.6473592519760132,0.4580724239349365
meat,baby,1.5,0.4289359748363495,0.2735207974910736
monkey,baby,3.5,0.5229716300964355,0.47769755125045776
moon,baby,2.0,0.4341331422328949,0.3547210097312927
night,baby,1.0,0.40075525641441345,0.11610178649425507
nose,baby,3.0,0.45380595326423645,0.37416785955429077
ostrich,baby,3.0,0.363722026348114,0.21477141976356506
owl,baby,3.5,0.4221475422382355,0.19092723727226257
panda,baby,3.6666666666666665,0.532288670539856,0.3591221868991852
parrot,baby,3.0,0.3872807025909424,0.2816471457481384
penguin,baby,3.0,0.3867363929748535,0.406739741563797
person,baby,2.0,0.43274950981140137,0.3393007516860962
picture,baby,2.6666666666666665,0.43775543570518494,0.19910675287246704
pig,baby,4.0,0.4672980308532715,0.5028119087219238
piggy,baby,3.0,0.39047521352767944,0.5206175446510315
piglet,baby,4.333333333333333,0.48481959104537964,0.34245598316192627
platypus,baby,3.0,0.4135637581348419,nan
pool,baby,2.6666666666666665,0.3420557677745819,0.3271779417991638
powder,baby,3.6666666666666665,0.38812682032585144,0.24648545682430267
pumpkin,baby,2.75,0.4714917838573456,0.43814706802368164
puppy,baby,4.333333333333333,0.5806763172149658,0.7000216841697693
rabbit,baby,3.0,0.4592158794403076,0.4780026972293854
raccoon,baby,3.0,0.4525110125541687,0.28687751293182373
room,baby,3.0,0.44525575637817383,0.24509230256080627
seal,baby,3.0,0.35894688963890076,0.40029725432395935
seat,baby,3.0,0.37204378843307495,0.37835270166397095
sheep,baby,3.6666666666666665,0.4652439057826996,0.3309401273727417
snail,baby,3.5,0.3727360665798187,0.25653693079948425
sock,baby,3.6666666666666665,0.3917352557182312,0.3679060935974121
song,baby,2.75,0.41089004278182983,0.1709299087524414
spoon,baby,2.6666666666666665,0.45897623896598816,0.33022892475128174
step,baby,2.6666666666666665,0.385964572429657,-0.0031467005610466003
stick,baby,1.3333333333333333,0.3613196313381195,-0.06166696920990944
stroller,baby,4.5,0.5719135999679565,0.43949759006500244
sweater,baby,3.0,0.4033242464065552,0.3708021342754364
swing,baby,3.0,0.3780420422554016,0.3120945692062378
talk,baby,2.5,0.3133493661880493,0.01527872122824192
tiger,baby,3.0,0.5032401084899902,0.5174240469932556
tooth,baby,3.0,0.4564097821712494,0.31674909591674805
toy,baby,3.3333333333333335,0.5183165669441223,0.1800568401813507
turtle,baby,3.0,0.49493923783302307,0.3267920911312103
voice,baby,2.75,0.3662092387676239,0.35422053933143616
wipe,baby,5.0,0.27213242650032043,0.1352931410074234
worm,baby,3.0,0.3674580156803131,0.26279398798942566
alley,back,4.75,0.3732506334781647,0.15668095648288727
bedroom,back,2.75,0.38085514307022095,nan
car,back,1.6666666666666667,0.3767024576663971,0.3247184753417969
cellar,back,3.6666666666666665,0.3053598999977112,0.07226483523845673
chair,back,2.5,0.44080355763435364,0.3835741877555847
corner,back,3.0,0.47118890285491943,0.2986471652984619
door,back,3.3333333333333335,0.4817451238632202,0.336639404296875
fence,back,3.6666666666666665,0.34003037214279175,0.27065467834472656
flip,back,3.6666666666666665,0.45820578932762146,0.10366867482662201
garden,back,3.0,0.36635515093803406,0.3407171666622162
hoe,back,3.3333333333333335,0.3374755382537842,0.03882937878370285
honey,back,2.0,0.33691343665122986,0.10761049389839172
leg,back,4.333333333333333,0.4467630386352539,0.3487994372844696
line,back,2.0,0.4651317596435547,0.27134445309638977
page,back,2.0,0.31238359212875366,0.06122139096260071
plate,back,2.0,0.4094720482826233,0.41021525859832764
porch,back,4.666666666666667,0.45126765966415405,0.3016533851623535
ride,back,2.3333333333333335,0.44268473982810974,0.2693813443183899
room,back,3.0,0.39858174324035645,0.3399254381656647
row,back,2.6666666666666665,0.45812222361564636,0.2042321264743805
seat,back,4.0,0.4332233965396881,0.3813156485557556
side,back,3.3333333333333335,0.5185039639472961,0.29732373356819153
step,back,3.0,0.5196276903152466,0.3439352214336395
wall,back,3.3333333333333335,0.4427732825279236,0.44787538051605225
window,back,3.0,0.40389031171798706,0.2679131031036377
yard,back,4.0,0.3964933753013611,0.3229750990867615
casserole,bacon,2.6666666666666665,0.4543948769569397,0.7159371972084045
crisp,bacon,2.3333333333333335,0.3712390959262848,nan
toast,bacon,2.6666666666666665,0.5048024654388428,0.5049622058868408
dog,bagel,1.5,0.39130324125289917,0.27830639481544495
shop,bait,2.3333333333333335,0.36008426547050476,0.6301350593566895
cookie,bake,4.0,0.48077845573425293,0.1130862832069397
bread,bakery,5.0,0.6067516803741455,0.1520390808582306
bread,baking,3.6666666666666665,0.587465763092041,0.5445500612258911
baby,bald,4.666666666666667,0.32534724473953247,0.08519843220710754
boy,bald,2.3333333333333335,0.36057689785957336,0.2933628261089325
eagle,bald,4.333333333333333,0.5016181468963623,0.6016585826873779
guy,bald,3.0,0.39293017983436584,0.1329393982887268
head,bald,3.0,0.4681594967842102,-0.0035155154764652252
bat,ball,4.5,0.5377923250198364,0.6376173496246338
bearing,ball,4.0,0.3515496551990509,nan
bounce,ball,4.5,0.5343599319458008,0.35127684473991394
bunny,ball,1.5,0.47439754009246826,0.3949141502380371
game,ball,4.333333333333333,0.612906813621521,0.44896501302719116
hang,ball,1.0,0.3346588611602783,-0.04802843928337097
man,ball,2.0,0.46057167649269104,0.3504187762737274
mitt,ball,3.6666666666666665,0.4834774136543274,0.38170287013053894
pie,ball,1.0,0.39968180656433105,0.21629761159420013
player,ball,3.3333333333333335,0.5254467725753784,0.2538969814777374
stage,ball,1.5,0.38542747497558594,0.25666964054107666
tent,ball,1.6666666666666667,0.42666080594062805,0.5064800977706909
dress,ballet,2.6666666666666665,0.4382753372192383,0.212965190410614
skirt,ballet,2.6666666666666665,0.3560172915458679,0.4720908999443054
slipper,ballet,3.0,0.4718533158302307,0.5641529560089111
head,balloon,2.3333333333333335,0.3195786774158478,0.4034857153892517
popping,balloon,2.0,0.40103960037231445,0.06712856888771057
streamer,balloon,3.0,0.380962997674942,nan
dancing,ballroom,3.25,0.6467413902282715,nan
shoot,bamboo,3.3333333333333335,0.35962504148483276,nan
apple,banana,1.5,0.5677878856658936,0.7810614109039307
bread,banana,2.6666666666666665,0.42158788442611694,0.790341854095459
chip,banana,2.0,0.38888245820999146,0.7001799941062927
mess,banana,2.0,0.31982409954071045,0.2473372220993042
sundae,banana,3.0,0.3750680088996887,0.29792141914367676
tree,banana,2.6666666666666665,0.4510367512702942,0.1708931177854538
man,band,2.6666666666666665,0.4236542582511902,0.32178276777267456
account,bank,3.5,0.44642525911331177,nan
card,bank,4.0,0.4536883533000946,0.05138412117958069
manager,bank,2.75,0.464974045753479,0.23137253522872925
note,bank,4.0,0.33533158898353577,0.21414980292320251
bell,bar,3.0,0.3056408762931824,0.23407672345638275
lounge,bar,3.0,0.47026968002319336,nan
staff,bar,3.0,0.31899553537368774,nan
recipe,barbecue,2.5,0.4123975336551666,0.536213219165802
person,barge,2.0,0.3464626669883728,nan
door,barn,2.6666666666666665,0.4979141354560852,0.5367873907089233
bat,baseball,4.333333333333333,0.5839241743087769,0.5191088318824768
game,baseball,3.3333333333333335,0.5682215690612793,0.5038168430328369
ball,basket,2.6666666666666665,0.5121526718139648,0.49748724699020386
game,basket,3.0,0.4238028824329376,0.24207349121570587
hoop,basketball,2.5,0.5477979779243469,0.6795605421066284
file,bat,1.3333333333333333,0.23579388856887817,nan
door,bath,3.0,0.3821983337402344,0.31562554836273193
drain,bath,3.6666666666666665,0.44470736384391785,0.04447972774505615
room,bath,3.3333333333333335,0.5463313460350037,0.42348337173461914
tile,bath,3.3333333333333335,0.4626975953578949,0.10195395350456238
toy,bath,2.6666666666666665,0.4794590473175049,0.19060519337654114
tub,bath,5.666666666666667,0.7296297550201416,0.4633648693561554
suit,bathing,3.3333333333333335,0.46871545910835266,0.7505394220352173
ceiling,bathroom,3.0,0.476345956325531,0.7270780801773071
room,bathroom,3.0,0.654638409614563,0.2641739845275879
shop,bathroom,1.0,0.48220294713974,0.6890217065811157
suite,bathroom,3.0,0.5063965320587158,nan
window,bathroom,3.0,0.4352068305015564,0.2422897219657898
shoe,batman,2.0,0.2501503825187683,0.2368796467781067
box,batter,2.5,0.3971635103225708,0.025556981563568115
battery,battery,1.5,1.0,1.0
drawer,battery,2.5,0.3592223823070526,0.31589245796203613
game,battery,2.3333333333333335,0.33823925256729126,0.47874289751052856
field,battle,2.3333333333333335,0.4680648446083069,0.5936945080757141
window,bay,2.75,0.4233253598213196,0.12380135804414749
ball,beach,3.0,0.43810489773750305,0.3020915985107422
token,beach,1.75,0.2671607434749603,nan
string,bead,2.6666666666666665,0.47620102763175964,0.558172345161438
bag,bean,2.6666666666666665,0.48589009046554565,0.21807442605495453
ball,bean,2.3333333333333335,0.43110305070877075,0.26860693097114563
dish,bean,3.0,0.3656851649284363,0.4017396569252014
plant,bean,2.5,0.3977587819099426,0.49912160634994507
sprout,bean,3.25,0.40212440490722656,nan
ballerina,bear,1.0,0.2516695261001587,0.29770195484161377
boob,bear,2.0,0.17616420984268188,nan
book,bear,2.0,0.34910309314727783,0.2475104033946991
brother,bear,2.0,0.35658085346221924,0.5097600221633911
cave,bear,3.0,0.34535276889801025,0.404920369386673
coat,bear,2.0,0.41241440176963806,0.29715394973754883
cookie,bear,2.25,0.274444580078125,0.31366127729415894
costume,bear,2.3333333333333335,0.3030908703804016,0.37389543652534485
cry,bear,2.0,0.39781999588012695,0.16353321075439453
crying,bear,1.5,0.3704466223716736,0.12758614122867584
cub,bear,5.0,0.4215140640735626,0.3388119041919708
eye,bear,3.0,0.37618541717529297,0.35266661643981934
face,bear,2.5,0.4834522604942322,0.32091158628463745
family,bear,2.3333333333333335,0.28932541608810425,0.2786727547645569
float,bear,2.0,0.31425127387046814,0.20891116559505463
growl,bear,2.3333333333333335,0.37182924151420593,0.26509541273117065
head,bear,2.5,0.40151774883270264,0.30173301696777344
home,bear,2.0,0.34158363938331604,-0.006860695779323578
hunt,bear,3.0,0.4453345239162445,0.4023575186729431
hunter,bear,3.5,0.43145641684532166,0.420993834733963
jump,bear,2.3333333333333335,0.36434757709503174,0.06708692014217377
mama,bear,2.0,0.38167399168014526,0.2635180354118347
mask,bear,2.3333333333333335,0.36962050199508667,0.504827082157135
mitten,bear,1.6666666666666667,0.26963770389556885,0.3886130452156067
pants,bear,1.6666666666666667,0.28788861632347107,0.07971379905939102
puzzle,bear,2.0,0.2320760190486908,0.17411494255065918
rabbit,bear,1.0,0.3395295739173889,0.5420312881469727
shoe,bear,1.25,0.29177120327949524,0.3401281237602234
sleep,bear,2.3333333333333335,0.36529821157455444,0.16970323026180267
sleeping,bear,3.0,0.3573763966560364,0.1357751488685608
suit,bear,2.0,0.32860249280929565,0.4021115005016327
swimming,bear,1.6666666666666667,0.25170060992240906,0.17439419031143188
teddy,bear,2.0,0.5516987442970276,0.6735963821411133
tooth,bear,2.6666666666666665,0.34613102674484253,0.299000084400177
track,bear,1.5,0.3498494625091553,0.1615968644618988
walking,bear,2.3333333333333335,0.3385857343673706,0.06646925210952759
workshop,bear,2.0,0.23811325430870056,nan
bed,bed,1.0,1.0,1.0
breakfast,bed,2.0,0.6536370515823364,0.2846752405166626
closet,bed,2.6666666666666665,0.4798322916030884,0.5509733557701111
explorer,bed,1.3333333333333333,0.2641533315181732,-0.0015289261937141418
room,bed,3.6666666666666665,0.556885838508606,0.5570141673088074
sheet,bed,3.5,0.4406813383102417,0.2474479079246521
plant,bedding,2.5,0.3640945553779602,nan
bathroom,bedroom,2.25,0.7083786725997925,nan
bungalow,bedroom,2.6666666666666665,0.5700321197509766,nan
flat,bedroom,3.25,0.4495508670806885,nan
house,bedroom,4.5,0.6451221704483032,nan
room,bedroom,3.3333333333333335,0.6742653846740723,nan
window,bedroom,3.6666666666666665,0.487149715423584,nan
table,bedside,2.75,0.4387597441673279,nan
hash,beef,3.3333333333333335,0.43622905015945435,nan
sandwich,beef,3.0,0.4432845711708069,0.371417373418808
beep,beep,3.0,1.0,1.0
family,beetle,2.5,0.33682578802108765,0.39376023411750793
game,beetle,2.0,0.3533177077770233,0.17093196511268616
sleigh,bell,1.6666666666666667,0.4048651456832886,0.5413714647293091
sticker,bell,2.0,0.28352001309394836,0.1869322955608368
button,belly,2.6666666666666665,0.45502832531929016,0.5281872749328613
whale,beluga,3.3333333333333335,0.6411623954772949,nan
patch,berry,2.5,0.3959360718727112,0.7091655731201172
book,bible,3.3333333333333335,0.5851935148239136,0.2510833740234375
road,bible,1.5,0.3099035620689392,0.24226276576519012
school,bible,3.0,0.42816466093063354,0.19298958778381348
store,bicycle,2.5,0.38966166973114014,0.08745880424976349
ride,bike,3.0,0.6303683519363403,0.5850392580032349
riding,bike,3.0,0.6131696701049805,0.2922551929950714
liner,bin,3.0,0.35593461990356445,nan
game,bingo,2.5,0.5030043721199036,0.3582878112792969
bath,bird,2.0,0.40326017141342163,0.05551804602146149
box,bird,2.0,0.383291095495224,0.1732327938079834
cage,bird,4.0,0.5308908820152283,0.3784295320510864
cave,bird,2.5,0.3850913941860199,0.5332590341567993
colors,bird,3.0,0.4152749180793762,0.09575109928846359
girl,bird,2.0,0.4631021022796631,0.4680640399456024
nest,bird,4.333333333333333,0.5558695793151855,0.5909745693206787
date,birth,4.0,0.5889029502868652,0.16594059765338898
day,birth,4.25,0.42766937613487244,0.38914811611175537
month,birth,7.0,0.4147689938545227,0.44972097873687744
present,birth,3.5,0.38188695907592773,0.5936934947967529
mark,bite,3.25,0.3954864740371704,0.07267488539218903
patch,blackberry,2.5,0.35639992356300354,nan
water,bleach,2.0,0.4862859845161438,0.06432026624679565
cooker,bleeding,1.3333333333333333,0.2217128574848175,nan
finger,bleeding,3.0,0.3395196497440338,0.07482663542032242
head,bleeding,2.3333333333333335,0.40170595049858093,0.1735764741897583
phone,bleeding,1.0,0.2950383424758911,0.09169115871191025
pocket,bleeding,1.0,0.3276222050189972,0.14998073875904083
shave,bleeding,2.5,0.33065277338027954,0.7579622268676758
case,blind,2.6666666666666665,0.30971333384513855,-0.09568963199853897
corner,blind,3.0,0.3744525909423828,-0.030473493039608
eye,blind,2.3333333333333335,0.5604013800621033,0.09844174236059189
mom,blind,2.3333333333333335,0.2859404683113098,-0.06983482837677002
mommy,blind,2.0,0.2917012572288513,-0.12059764564037323
mouse,blind,2.0,0.35354241728782654,0.14901864528656006
person,blind,2.5,0.33588671684265137,0.16756969690322876
spot,blind,2.6666666666666665,0.3920343220233917,-0.031016655266284943
cookie,blob,1.5,0.4218488931655884,0.3282927870750427
building,block,3.3333333333333335,0.5206987261772156,0.18308067321777344
cheese,block,3.5,0.3479888439178467,0.284254252910614
house,block,3.0,0.4629780054092407,0.2827303409576416
boy,blond,3.5,0.5020322799682617,0.26606249809265137
captain,blond,3.0,0.386591374874115,0.6135395765304565
girl,blond,3.0,0.5602505803108215,0.32323509454727173
hair,blond,3.5,0.6413694620132446,0.2176797091960907
hair,blonde,3.5,0.6163226962089539,0.17838868498802185
one,blonde,3.0,0.4012378752231598,0.0990498885512352
cell,blood,4.0,0.39892351627349854,0.3465668857097626
check,blood,2.0,0.3233012557029724,0.020293455570936203
checker,blood,1.6666666666666667,0.1951724886894226,0.5239608883857727
test,blood,3.6666666666666665,0.4009554982185364,0.5893722772598267
vessel,blood,5.5,0.4733259975910187,nan
coconut,bloody,1.6666666666666667,0.31462836265563965,nan
day,bloody,2.0,0.39621227979660034,nan
nose,bloody,2.6666666666666665,0.4291059970855713,nan
boiler,blooming,1.0,0.23769550025463104,nan
herb,blooming,3.5,0.38426679372787476,nan
month,blooming,2.6666666666666665,0.3745000958442688,nan
bubble,blowing,3.25,0.39481106400489807,0.09116330742835999
kiss,blowing,2.3333333333333335,0.366964191198349,-0.013161245733499527
nose,blowing,3.0,0.4142228066921234,0.016342870891094208
wind,blowing,6.0,0.6141075491905212,0.4490020275115967
bar,blueberry,3.0,0.2677084803581238,0.6039411425590515
juice,blueberry,2.6666666666666665,0.48995262384414673,0.22919392585754395
pie,blueberry,3.0,0.4498755633831024,0.5189447402954102
tea,blueberry,3.0,0.432954341173172,0.33217382431030273
constrictor,boa,6.0,0.6473641395568848,0.9793376326560974
book,board,3.0,0.36322444677352905,0.3247436285018921
instrument,board,2.0,0.3641519546508789,0.3263356685638428
rubber,board,1.5,0.3726547956466675,0.42404884099960327
tile,board,3.3333333333333335,0.4976297914981842,0.17597121000289917
person,boat,2.0,0.47383421659469604,0.5972021222114563
singing,boat,1.0,0.3356725871562958,0.0821099504828453
clock,body,2.6666666666666665,0.35530900955200195,0.35141798853874207
puppet,body,2.3333333333333335,0.3489738404750824,0.3411058783531189
shop,body,2.3333333333333335,0.345542848110199,0.36878877878189087
wash,body,3.6666666666666665,0.38730108737945557,0.06165364384651184
pot,boiling,3.75,0.5638535022735596,0.2281837910413742
paperback,book,6.333333333333333,0.6504508256912231,nan
sticker,book,2.3333333333333335,0.4427863657474518,0.4470757246017456
token,book,1.5,0.31547096371650696,nan
tray,book,2.6666666666666665,0.36925172805786133,0.36709845066070557
baby,bottom,2.0,0.3490477502346039,0.09312914311885834
bar,bottom,2.6666666666666665,0.3876907229423523,0.06945645809173584
bunk,bottom,4.333333333333333,0.4312273859977722,-0.00969620794057846
corner,bottom,3.0,0.43523895740509033,0.6019864082336426
cover,bottom,3.0,0.40446630120277405,0.16618457436561584
cupboard,bottom,3.3333333333333335,0.3428860604763031,nan
dollar,bottom,2.25,0.37228530645370483,0.10871413350105286
drawer,bottom,4.0,0.4489656686782837,0.4319533109664917
edge,bottom,2.6666666666666665,0.4746437668800354,0.728154182434082
floor,bottom,3.5,0.45273903012275696,0.5739959478378296
hair,bottom,3.0,0.3725582957267761,0.10962549597024918
jaw,bottom,3.6666666666666665,0.3634616434574127,0.19500614702701569
light,bottom,2.75,0.39564332365989685,0.4570346176624298
lip,bottom,4.0,0.5036301016807556,0.32384294271469116
one,bottom,2.0,0.47020554542541504,0.2639414072036743
oven,bottom,2.6666666666666665,0.34620562195777893,0.4026494026184082
picture,bottom,3.0,0.47355541586875916,0.40165799856185913
piece,bottom,3.0,0.3892602324485779,0.4196944534778595
row,bottom,3.0,0.47269922494888306,0.3307383358478546
shelf,bottom,3.5,0.464203417301178,0.460523784160614
stair,bottom,2.6666666666666665,0.3629630506038666,0.2914154529571533
tooth,bottom,3.75,0.35971054434776306,0.12449890375137329
ball,bouncing,5.0,0.5320640802383423,-0.048347391188144684
spot,bouncing,2.3333333333333335,0.32402506470680237,0.06380869448184967
colors,bow,2.0,0.2737770676612854,0.26101797819137573
honey,bow,2.0,0.29423806071281433,-0.06765333563089371
tie,bow,3.6666666666666665,0.5199664831161499,0.0559198334813118
bud,bowl,1.0,0.32572120428085327,0.07663842290639877
hat,bowler,2.6666666666666665,0.4973354637622833,nan
alley,bowling,3.25,0.604972243309021,0.6108083128929138
ball,bowling,2.3333333333333335,0.5539679527282715,0.04417609050869942
green,bowling,1.0,0.35426563024520874,0.1088283434510231
pin,bowling,3.5,0.3412036597728729,0.3199109435081482
cooler,box,3.0,0.39647287130355835,-0.030759990215301514
office,box,2.6666666666666665,0.5319674611091614,0.2790427803993225
tape,box,3.0,0.385631263256073,0.27035436034202576
toy,box,2.5,0.4781372845172882,0.5620177388191223
glove,boxing,3.0,0.4096137583255768,0.6142184734344482
baby,boy,4.0,0.6401687860488892,0.45065879821777344
bear,boy,3.6666666666666665,0.373640239238739,0.526340126991272
bed,boy,3.3333333333333335,0.4172557294368744,0.11554744839668274
bike,boy,4.0,0.44361937046051025,0.3672492802143097
cup,boy,2.75,0.4122430682182312,0.17240028083324432
doctor,boy,2.0,0.5386556386947632,0.32322630286216736
drink,boy,2.75,0.3804187476634979,-0.05165078490972519
fuel,boy,1.3333333333333333,0.3197826147079468,nan
kiss,boy,4.5,0.41110968589782715,0.25264620780944824
mouth,boy,3.0,0.3991408050060272,0.02893618494272232
pants,boy,3.5,0.4999295473098755,0.09214739501476288
seat,boy,2.0,0.3615434765815735,0.1569688469171524
